ORD-0151,other vegetables,whole milk,meat spreads,cake bar,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0152,sausage,pork,citrus fruit,dessert,white bread,dishes,candles,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0153,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0154,grapes,other vegetables,curd,dessert,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0155,root vegetables,other vegetables,whole milk,yogurt,beverages,soft cheese,frozen vegetables,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
ORD-0156,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0157,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0158,whole milk,rolls/buns,sugar,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0159,tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0160,beef,herbs,flour,cling film/bags,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0161,whole milk,butter,dessert,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0162,frankfurter,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0163,tropical fruit,specialty cheese,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0164,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0165,finished products,other vegetables,frozen vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0166,beverages,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0167,hamburger meat,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0168,whole milk,pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0169,finished products,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0170,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0171,ham,tropical fruit,other vegetables,whole milk,white bread,brown bread,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0172,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0173,curd,butter milk,cocoa drinks,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0174,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0175,curd,dessert,soda,salty snack,waffles,cake bar,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0176,whole milk,cream cheese ,cereals,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0177,whole milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0178,dessert,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0179,sausage,soft cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0180,other vegetables,bottled water,waffles,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0181,ham,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0182,other vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0183,other vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0184,soda,bottled beer,white wine,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0185,herbs,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0186,frankfurter,ham,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,soft cheese,sliced cheese,cream cheese ,frozen meals,frozen fish,domestic eggs,white bread,sugar,cereals,fruit/vegetable juice,bottled beer,waffles,,,,,,,,,
ORD-0187,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0188,curd,cream cheese ,semi-finished bread,zwieback,cake bar,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0189,frankfurter,tropical fruit,whole milk,spread cheese,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0190,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0191,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0192,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0193,curd,salt,liquor (appetizer),detergent,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0194,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0195,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0196,beef,berries,root vegetables,whole milk,dessert,spread cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0197,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0198,pork,beef,pip fruit,herbs,spices,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0199,frankfurter,citrus fruit,UHT-milk,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0200,sausage,bottled beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0201,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0202,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0203,curd,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0204,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0205,whole milk,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0206,rolls/buns,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0207,pork,root vegetables,other vegetables,whole milk,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0208,citrus fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0209,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0210,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0211,butter,yogurt,bottled water,soda,make up remover,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0212,condensed milk,sugar,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0213,sausage,other vegetables,yogurt,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0214,whole milk,beverages,UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0215,sausage,pork,beef,whole milk,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0216,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0217,beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0218,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0219,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0220,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0221,sausage,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0222,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0223,sausage,beef,citrus fruit,other vegetables,whole milk,butter milk,whipped/sour cream,beverages,hard cheese,rolls/buns,dish cleaner,cookware,,,,,,,,,,,,,,,,,,,,
ORD-0224,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0225,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0226,sausage,sliced cheese,rolls/buns,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0227,meat,curd,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0228,frankfurter,meat,tropical fruit,onions,oil,baking powder,tea,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0229,ice cream,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0230,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0231,tropical fruit,berries,root vegetables,other vegetables,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0232,meat,citrus fruit,other vegetables,curd,dessert,butter milk,beverages,cream cheese ,rolls/buns,brown bread,tea,bottled water,,,,,,,,,,,,,,,,,,,,
ORD-0233,whole milk,mustard,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0234,sausage,beef,beverages,sliced cheese,rolls/buns,spices,house keeping products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
ORD-0235,frankfurter,sausage,root vegetables,butter,curd,sliced cheese,rolls/buns,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
ORD-0236,meat,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0237,root vegetables,beverages,Instant food products,pickled vegetables,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0238,root vegetables,herbs,other vegetables,whole milk,sliced cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0239,whole milk,whipped/sour cream,semi-finished bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0240,citrus fruit,whole milk,curd,dessert,yogurt,whipped/sour cream,frozen dessert,rolls/buns,salt,sugar,cereals,canned vegetables,canned fish,skin care,hygiene articles,napkins,,,,,,,,,,,,,,,,
ORD-0241,citrus fruit,curd,pastry,margarine,sugar,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0242,other vegetables,whole milk,bottled water,soda,misc. beverages,bottled beer,red/blush wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0243,citrus fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0244,sausage,oil,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0245,frankfurter,beef,hamburger meat,grapes,root vegetables,whole milk,butter,frozen dessert,potato products,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,
ORD-0246,hard cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0247,cream cheese ,rolls/buns,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-0248,turkey,beef,frozen vegetables,dishes,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,
